Year,Calendar Day,Despatch Consumption Balance (Dcb) Or Internal Consumption Balance (Icb),Type Of Mode : Pithead Or Non-Pithead,Number Of Coal Plants,Capacity Of The Coal Plant(MegaWatt),Daily Requirement(Tonne),Domestic Stock (Tonne),Imported Stock (Tonne),Normative Stock (Tonne),Percentage Of Actual Stock Vis-A-Vis Normative Stock,Total Stock,Stock Surplus/Deficit,Days of Stock Available,Domestic Dependency,Import Dependency,Risk Category
2024,2024-04-07,DCB,Pithead,18,40980.00,557.25,8302.88,109.67,9473.21,1%,8412.55,-1060.66,15.10,98.70%,1.30%,Moderate
2024,2024-04-07,DCB,Non-Pithead,150,152020.50,2163.80,36793.92,1703.99,56258.75,1%,38497.91,-17760.84,17.79,95.57%,4.43%,Moderate
2024,2024-04-07,ICB,Non-Pithead,17,17969.00,184.12,30.62,2563.11,4787.12,1%,2593.73,-2193.39,14.09,1.18%,98.82%,Low Buffer
2024,2024-04-05,DCB,Pithead,18,40980.00,557.25,8396.07,115.77,9473.21,1%,8511.84,-961.37,15.27,98.64%,1.36%,Moderate
2024,2024-04-05,DCB,Non-Pithead,150,152020.50,2163.80,36649.39,1772.44,56258.75,1%,38421.83,-17836.92,17.76,95.39%,4.61%,Moderate
2024,2024-04-05,ICB,Non-Pithead,17,17969.00,184.12,30.62,2552.58,4787.12,1%,2583.20,-2203.92,14.03,1.19%,98.81%,Low Buffer
2024,2024-04-04,DCB,Pithead,18,40980.00,557.25,8428.28,117.53,9473.21,1%,8545.81,-927.40,15.34,98.62%,1.38%,Moderate
2024,2024-04-04,DCB,Non-Pithead,150,152020.50,2163.80,36819.50,1822.14,56258.75,1%,38641.64,-17617.11,17.86,95.28%,4.72%,Moderate
2024,2024-04-04,ICB,Non-Pithead,17,17969.00,184.12,30.64,2546.82,4787.12,1%,2577.46,-2209.66,14.00,1.19%,98.81%,Low Buffer
2024,2024-04-03,DCB,Pithead,18,40980.00,557.25,8484.68,120.38,9473.21,1%,8605.06,-868.15,15.44,98.60%,1.40%,Moderate
2024,2024-04-03,DCB,Non-Pithead,150,152020.50,2163.80,36965.91,1858.23,56258.75,1%,38824.14,-17434.61,17.94,95.21%,4.79%,Moderate
2024,2024-04-03,ICB,Non-Pithead,17,17969.00,184.12,31.70,2558.62,4787.12,1%,2590.32,-2196.80,14.07,1.22%,98.78%,Low Buffer
2024,2024-04-02,DCB,Pithead,18,40980.00,557.25,8540.73,123.98,9473.21,1%,8664.71,-808.50,15.55,98.57%,1.43%,Moderate
2024,2024-04-02,DCB,Non-Pithead,150,152020.50,2163.80,37174.71,1899.89,56258.75,1%,39074.60,-17184.15,18.06,95.14%,4.86%,Moderate
2024,2024-04-02,ICB,Non-Pithead,17,17969.00,184.12,32.41,2616.78,4787.12,1%,2649.19,-2137.93,14.39,1.22%,98.78%,Low Buffer
2024,2024-04-01,DCB,Pithead,18,40980.00,560.13,8598.99,122.13,9522.13,1%,8721.12,-801.01,15.57,98.60%,1.40%,Moderate
2024,2024-04-01,DCB,Non-Pithead,150,152020.50,2117.89,37211.96,1896.86,55065.15,1%,39108.82,-15956.33,18.47,95.15%,4.85%,Moderate
2024,2024-04-01,ICB,Non-Pithead,17,17969.00,179.70,32.98,2645.79,4672.20,1%,2678.77,-1993.43,14.91,1.23%,98.77%,Low Buffer
2024,2024-03-31,DCB,Pithead,18,40980.00,560.13,8604.33,119.16,9522.13,1%,8723.49,-798.64,15.57,98.63%,1.37%,Moderate
2024,2024-03-31,DCB,Non-Pithead,150,152020.50,2117.89,37189.32,1867.57,55065.15,1%,39056.89,-16008.26,18.44,95.22%,4.78%,Moderate
2024,2024-03-31,ICB,Non-Pithead,17,17969.00,179.70,33.42,2880.46,4672.20,1%,2913.88,-1758.32,16.22,1.15%,98.85%,Moderate
2024,2024-03-30,DCB,Pithead,18,40980.00,560.13,8588.86,121.03,9522.13,1%,8709.89,-812.24,15.55,98.61%,1.39%,Moderate
2024,2024-03-30,DCB,Non-Pithead,150,152020.50,2117.89,36795.34,1878.35,55065.15,1%,38673.69,-16391.46,18.26,95.14%,4.86%,Moderate
2024,2024-03-30,ICB,Non-Pithead,17,17969.00,179.70,33.54,2908.76,4672.20,1%,2942.30,-1729.90,16.37,1.14%,98.86%,Moderate
2024,2024-03-29,DCB,Pithead,18,40980.00,560.13,8613.01,118.79,9522.13,1%,8731.80,-790.33,15.59,98.64%,1.36%,Moderate
2024,2024-03-29,DCB,Non-Pithead,150,152020.50,2117.89,36599.12,1823.85,55065.15,1%,38422.97,-16642.18,18.14,95.25%,4.75%,Moderate
2024,2024-03-29,ICB,Non-Pithead,17,17969.00,179.70,33.80,2941.80,4672.20,1%,2975.60,-1696.60,16.56,1.14%,98.86%,Moderate
2024,2024-03-28,DCB,Pithead,18,40980.00,560.13,8621.98,120.76,9522.13,1%,8742.74,-779.39,15.61,98.62%,1.38%,Moderate
2024,2024-03-28,DCB,Non-Pithead,150,152020.50,2117.89,36641.63,1825.59,55065.15,1%,38467.22,-16597.93,18.16,95.25%,4.75%,Moderate
2024,2024-03-28,ICB,Non-Pithead,17,17969.00,179.70,34.11,2917.73,4672.20,1%,2951.84,-1720.36,16.43,1.16%,98.84%,Moderate
2024,2024-03-27,DCB,Pithead,18,40980.00,560.13,8636.70,118.86,9522.13,1%,8755.56,-766.57,15.63,98.64%,1.36%,Moderate
2024,2024-03-27,DCB,Non-Pithead,150,152020.50,2117.89,36619.79,1825.07,55065.15,1%,38444.86,-16620.29,18.15,95.25%,4.75%,Moderate
2024,2024-03-27,ICB,Non-Pithead,17,17969.00,179.70,34.77,2906.50,4672.20,1%,2941.27,-1730.93,16.37,1.18%,98.82%,Moderate
2024,2024-03-26,DCB,Pithead,18,40980.00,560.13,8672.38,120.84,9522.13,1%,8793.22,-728.91,15.70,98.63%,1.37%,Moderate
2024,2024-03-26,DCB,Non-Pithead,150,152020.50,2117.89,36489.42,1825.91,55065.15,1%,38315.33,-16749.82,18.09,95.23%,4.77%,Moderate
2024,2024-03-26,ICB,Non-Pithead,17,17969.00,179.70,35.64,2904.30,4672.20,1%,2939.94,-1732.26,16.36,1.21%,98.79%,Moderate
2024,2024-03-25,DCB,Pithead,18,40980.00,560.13,8740.74,118.93,9522.13,1%,8859.67,-662.46,15.82,98.66%,1.34%,Moderate
2024,2024-03-25,DCB,Non-Pithead,150,152020.50,2117.89,36363.08,1810.12,55065.15,1%,38173.20,-16891.95,18.02,95.26%,4.74%,Moderate
2024,2024-03-25,ICB,Non-Pithead,17,17969.00,179.70,36.54,2888.09,4672.20,1%,2924.63,-1747.57,16.28,1.25%,98.75%,Moderate
2024,2024-03-24,DCB,Pithead,18,40980.00,560.13,8841.85,120.78,9522.13,1%,8962.63,-559.50,16.00,98.65%,1.35%,Moderate
2024,2024-03-24,DCB,Non-Pithead,150,152020.50,2117.89,36131.98,1798.81,55065.15,1%,37930.79,-17134.36,17.91,95.26%,4.74%,Moderate
2024,2024-03-24,ICB,Non-Pithead,17,17969.00,179.70,36.54,2833.90,4672.20,1%,2870.44,-1801.76,15.97,1.27%,98.73%,Moderate
2024,2024-03-22,DCB,Pithead,18,40980.00,560.13,8891.35,116.19,9522.13,1%,9007.54,-514.59,16.08,98.71%,1.29%,Moderate
2024,2024-03-22,DCB,Non-Pithead,150,152020.50,2117.89,35749.80,1845.77,55065.15,1%,37595.57,-17469.57,17.75,95.09%,4.91%,Moderate
2024,2024-03-22,ICB,Non-Pithead,17,17969.00,179.70,37.74,2810.85,4672.20,1%,2848.59,-1823.61,15.85,1.32%,98.68%,Moderate
2024,2024-03-21,DCB,Pithead,18,40980.00,560.13,8874.03,117.42,9522.13,1%,8991.45,-530.68,16.05,98.69%,1.31%,Moderate
2024,2024-03-21,DCB,Non-Pithead,150,152020.50,2117.89,35499.52,1875.93,55065.15,1%,37375.45,-17689.69,17.65,94.98%,5.02%,Moderate
2024,2024-03-21,ICB,Non-Pithead,17,17969.00,179.70,39.00,2791.54,4672.20,1%,2830.54,-1841.66,15.75,1.38%,98.62%,Moderate
2024,2024-03-20,DCB,Pithead,18,40980.00,560.13,8883.67,115.33,9522.13,1%,8999.00,-523.13,16.07,98.72%,1.28%,Moderate
2024,2024-03-20,DCB,Non-Pithead,150,152020.50,2117.89,35360.93,1888.00,55065.15,1%,37248.93,-17816.21,17.59,94.93%,5.07%,Moderate
2024,2024-03-20,ICB,Non-Pithead,17,17969.00,179.70,39.95,2757.54,4672.20,1%,2797.49,-1874.71,15.57,1.43%,98.57%,Moderate
2024,2024-03-19,DCB,Pithead,18,40980.00,560.13,8890.32,117.25,9522.13,1%,9007.57,-514.56,16.08,98.70%,1.30%,Moderate
2024,2024-03-19,DCB,Non-Pithead,150,152020.50,2117.89,35236.42,1867.25,55065.15,1%,37103.67,-17961.47,17.52,94.97%,5.03%,Moderate
2024,2024-03-19,ICB,Non-Pithead,17,17969.00,179.70,41.03,2674.47,4672.20,1%,2715.50,-1956.70,15.11,1.51%,98.49%,Moderate
2024,2024-03-18,DCB,Pithead,18,40980.00,560.13,8923.44,119.61,9522.13,1%,9043.05,-479.08,16.14,98.68%,1.32%,Moderate
2024,2024-03-18,DCB,Non-Pithead,150,152020.50,2117.89,35160.44,1825.07,55065.15,1%,36985.51,-18079.63,17.46,95.07%,4.93%,Moderate
2024,2024-03-18,ICB,Non-Pithead,17,17969.00,179.70,41.91,2683.35,4672.20,1%,2725.26,-1946.94,15.17,1.54%,98.46%,Moderate
2024,2024-03-17,DCB,Pithead,18,40980.00,560.13,8904.77,113.80,9522.13,1%,9018.57,-503.56,16.10,98.74%,1.26%,Moderate
2024,2024-03-17,DCB,Non-Pithead,150,152020.50,2117.89,34914.01,1841.50,55065.15,1%,36755.51,-18309.63,17.35,94.99%,5.01%,Moderate
2024,2024-03-17,ICB,Non-Pithead,17,17969.00,179.70,42.84,2602.43,4672.20,1%,2645.27,-2026.93,14.72,1.62%,98.38%,Low Buffer
2024,2024-03-16,DCB,Pithead,18,40980.00,560.13,8866.83,108.47,9522.13,1%,8975.30,-546.83,16.02,98.79%,1.21%,Moderate
2024,2024-03-16,DCB,Non-Pithead,150,152020.50,2117.89,34653.46,1848.56,55065.15,1%,36502.02,-18563.12,17.24,94.94%,5.06%,Moderate
2024,2024-03-16,ICB,Non-Pithead,17,17969.00,179.70,43.64,2573.48,4672.20,1%,2617.12,-2055.08,14.56,1.67%,98.33%,Low Buffer
2024,2024-03-15,DCB,Pithead,18,40980.00,560.13,8848.39,102.89,9522.13,1%,8951.28,-570.85,15.98,98.85%,1.15%,Moderate
2024,2024-03-15,DCB,Non-Pithead,150,152020.50,2117.89,34631.43,1847.45,55065.15,1%,36478.88,-18586.26,17.22,94.94%,5.06%,Moderate
2024,2024-03-15,ICB,Non-Pithead,17,17969.00,179.70,44.44,2580.19,4672.20,1%,2624.63,-2047.57,14.61,1.69%,98.31%,Low Buffer
2024,2024-03-14,DCB,Pithead,18,40980.00,560.13,8820.31,104.92,9522.13,1%,8925.23,-596.90,15.93,98.82%,1.18%,Moderate
2024,2024-03-14,DCB,Non-Pithead,150,152020.50,2117.89,34401.12,1890.52,55065.15,1%,36291.64,-18773.50,17.14,94.79%,5.21%,Moderate
2024,2024-03-14,ICB,Non-Pithead,17,17969.00,179.70,46.12,2635.45,4672.20,1%,2681.58,-1990.62,14.92,1.72%,98.28%,Low Buffer
2024,2024-03-13,DCB,Pithead,18,40980.00,560.13,8855.41,93.81,9522.13,1%,8949.22,-572.91,15.98,98.95%,1.05%,Moderate
2024,2024-03-13,DCB,Non-Pithead,150,152020.50,2117.89,34244.02,1901.60,55065.15,1%,36145.62,-18919.52,17.07,94.74%,5.26%,Moderate
2024,2024-03-13,ICB,Non-Pithead,17,17969.00,179.70,46.12,2657.75,4672.20,1%,2703.88,-1968.32,15.05,1.71%,98.29%,Moderate
2024,2024-03-12,DCB,Pithead,18,40320.00,551.10,8871.08,87.87,9368.77,1%,8958.95,-409.82,16.26,99.02%,0.98%,Moderate
2024,2024-03-12,DCB,Non-Pithead,148,150700.50,2099.85,33840.82,1899.30,54596.06,1%,35740.12,-18855.94,17.02,94.69%,5.31%,Moderate
2024,2024-03-12,ICB,Non-Pithead,17,17969.00,179.70,46.94,2684.29,4672.20,1%,2731.23,-1940.97,15.20,1.72%,98.28%,Moderate
2024,2024-03-10,DCB,Pithead,18,40320.00,551.10,8930.00,84.42,9368.77,1%,9014.42,-354.35,16.36,99.06%,0.94%,Moderate
2024,2024-03-10,DCB,Non-Pithead,148,150700.50,2099.85,33583.89,1907.18,54596.06,1%,35491.07,-19104.99,16.90,94.63%,5.37%,Moderate
2024,2024-03-10,ICB,Non-Pithead,17,17969.00,179.70,48.94,2728.87,4672.20,1%,2777.80,-1894.40,15.46,1.76%,98.24%,Moderate
2024,2024-03-09,DCB,Pithead,18,40320.00,551.10,8903.47,86.40,9368.77,1%,8989.87,-378.90,16.31,99.04%,0.96%,Moderate
2024,2024-03-09,DCB,Non-Pithead,148,150700.50,2099.85,33180.34,1901.02,54596.06,1%,35081.36,-19514.71,16.71,94.58%,5.42%,Moderate
2024,2024-03-09,ICB,Non-Pithead,17,17969.00,179.70,54.64,2725.44,4672.20,1%,2780.08,-1892.12,15.47,1.97%,98.03%,Moderate
2024,2024-03-08,DCB,Pithead,18,40320.00,551.10,8913.34,81.03,9368.77,1%,8994.37,-374.40,16.32,99.10%,0.90%,Moderate
2024,2024-03-08,DCB,Non-Pithead,148,150700.50,2099.85,32906.38,1887.49,54596.06,1%,34793.87,-19802.20,16.57,94.58%,5.42%,Moderate
2024,2024-03-08,ICB,Non-Pithead,17,17969.00,179.70,54.64,2737.56,4672.20,1%,2792.20,-1880.00,15.54,1.96%,98.04%,Moderate
2024,2024-03-07,DCB,Pithead,18,40320.00,551.10,8960.20,83.18,9368.77,1%,9043.38,-325.39,16.41,99.08%,0.92%,Moderate
2024,2024-03-07,DCB,Non-Pithead,148,150700.50,2099.85,32724.39,1829.96,54596.06,1%,34554.35,-20041.71,16.46,94.70%,5.30%,Moderate
2024,2024-03-07,ICB,Non-Pithead,17,17969.00,179.70,54.64,2757.65,4672.20,1%,2812.29,-1859.91,15.65,1.94%,98.06%,Moderate
2024,2024-03-06,DCB,Pithead,18,40320.00,551.10,8971.47,84.40,9368.77,1%,9055.87,-312.90,16.43,99.07%,0.93%,Moderate
2024,2024-03-06,DCB,Non-Pithead,148,150700.50,2099.85,32582.39,1834.88,54596.06,1%,34417.27,-20178.80,16.39,94.67%,5.33%,Moderate
2024,2024-03-06,ICB,Non-Pithead,17,17969.00,179.70,54.64,2771.66,4672.20,1%,2826.30,-1845.90,15.73,1.93%,98.07%,Moderate
2024,2024-03-05,DCB,Pithead,18,40320.00,551.10,8987.48,83.78,9368.77,1%,9071.26,-297.51,16.46,99.08%,0.92%,Moderate
2024,2024-03-05,DCB,Non-Pithead,148,150700.50,2099.85,32374.74,1830.46,54596.06,1%,34205.20,-20390.87,16.29,94.65%,5.35%,Moderate
2024,2024-03-05,ICB,Non-Pithead,17,17969.00,179.70,54.64,2730.25,4672.20,1%,2784.89,-1887.31,15.50,1.96%,98.04%,Moderate
2024,2024-03-04,DCB,Pithead,18,40320.00,551.10,9054.07,83.28,9368.77,1%,9137.35,-231.42,16.58,99.09%,0.91%,Moderate
2024,2024-03-04,DCB,Non-Pithead,148,150700.50,2099.85,32111.60,1819.71,54596.06,1%,33931.31,-20664.76,16.16,94.64%,5.36%,Moderate
2024,2024-03-04,ICB,Non-Pithead,17,17969.00,179.70,72.18,2672.13,4672.20,1%,2744.31,-1927.89,15.27,2.63%,97.37%,Moderate
2024,2024-03-03,DCB,Pithead,18,40320.00,551.10,9086.98,82.90,9368.77,1%,9169.88,-198.89,16.64,99.10%,0.90%,Moderate
2024,2024-03-03,DCB,Non-Pithead,148,150700.50,2099.85,31851.61,1808.37,54596.06,1%,33659.98,-20936.08,16.03,94.63%,5.37%,Moderate
2024,2024-03-03,ICB,Non-Pithead,17,17969.00,179.70,0.00,2669.88,4672.20,1%,2669.88,-2002.32,14.86,0.00%,100.00%,Low Buffer
2024,2024-02-29,DCB,Pithead,18,40320.00,551.10,9106.37,99.85,9368.77,1%,9206.22,-162.55,16.71,98.92%,1.08%,Moderate
2024,2024-02-29,DCB,Non-Pithead,148,149900.50,2088.91,31101.36,1785.04,54311.77,1%,32886.40,-21425.37,15.74,94.57%,5.43%,Moderate
2024,2024-02-29,ICB,Non-Pithead,16,17555.00,175.48,0.00,2483.99,4562.41,1%,2483.99,-2078.42,14.16,0.00%,100.00%,Low Buffer
2024,2024-02-28,DCB,Pithead,18,40320.00,551.10,9106.03,101.40,9368.77,1%,9207.43,-161.34,16.71,98.90%,1.10%,Moderate
2024,2024-02-28,DCB,Non-Pithead,148,149900.50,2088.91,30966.06,1789.48,54311.77,1%,32755.54,-21556.23,15.68,94.54%,5.46%,Moderate
2024,2024-02-28,ICB,Non-Pithead,16,17555.00,175.48,0.00,2476.44,4562.41,1%,2476.44,-2085.97,14.11,0.00%,100.00%,Low Buffer
2024,2024-02-27,DCB,Pithead,18,40320.00,551.10,9101.10,104.25,9368.77,1%,9205.35,-163.42,16.70,98.87%,1.13%,Moderate
2024,2024-02-27,DCB,Non-Pithead,148,149900.50,2088.91,30675.24,1751.30,54311.77,1%,32426.54,-21885.23,15.52,94.60%,5.40%,Moderate
2024,2024-02-27,ICB,Non-Pithead,16,17555.00,175.48,0.00,2443.78,4562.41,1%,2443.78,-2118.63,13.93,0.00%,100.00%,Low Buffer
2024,2024-02-26,DCB,Pithead,18,40320.00,551.10,9130.06,97.54,9368.77,1%,9227.60,-141.17,16.74,98.94%,1.06%,Moderate
2024,2024-02-26,DCB,Non-Pithead,148,149900.50,2088.91,30429.41,1761.03,54311.77,1%,32190.44,-22121.33,15.41,94.53%,5.47%,Moderate
2024,2024-02-26,ICB,Non-Pithead,16,17555.00,175.48,0.00,2427.35,4562.41,1%,2427.35,-2135.06,13.83,0.00%,100.00%,Low Buffer
2024,2024-02-25,DCB,Pithead,18,40320.00,551.10,9108.40,92.31,9368.77,1%,9200.71,-168.06,16.70,99.00%,1.00%,Moderate
2024,2024-02-25,DCB,Non-Pithead,148,149900.50,2088.91,30117.41,1695.04,54311.77,1%,31812.45,-22499.32,15.23,94.67%,5.33%,Moderate
2024,2024-02-25,ICB,Non-Pithead,16,17555.00,175.48,0.00,2402.02,4562.41,1%,2402.02,-2160.39,13.69,0.00%,100.00%,Low Buffer
2024,2024-02-23,DCB,Pithead,18,40320.00,551.10,9108.50,100.37,9368.77,1%,9208.87,-159.90,16.71,98.91%,1.09%,Moderate
2024,2024-02-23,DCB,Non-Pithead,148,149900.50,2088.91,29736.80,1611.52,54311.77,1%,31348.32,-22963.45,15.01,94.86%,5.14%,Moderate
2024,2024-02-23,ICB,Non-Pithead,16,17555.00,175.48,0.00,2332.63,4562.41,1%,2332.63,-2229.78,13.29,0.00%,100.00%,Low Buffer
2024,2024-02-22,DCB,Pithead,18,40320.00,551.10,9123.59,63.98,9368.77,1%,9187.57,-181.20,16.67,99.30%,0.70%,Moderate
2024,2024-02-22,DCB,Non-Pithead,148,149900.50,2088.91,29606.53,1610.29,54311.77,1%,31216.82,-23094.95,14.94,94.84%,5.16%,Low Buffer
2024,2024-02-22,ICB,Non-Pithead,16,17555.00,175.48,0.00,2334.26,4562.41,1%,2334.26,-2228.15,13.30,0.00%,100.00%,Low Buffer
2024,2024-02-21,DCB,Pithead,18,40320.00,551.10,9099.42,109.94,9368.77,1%,9209.36,-159.41,16.71,98.81%,1.19%,Moderate
2024,2024-02-21,DCB,Non-Pithead,148,149900.50,2088.91,29326.46,1642.23,54311.77,1%,30968.69,-23343.08,14.83,94.70%,5.30%,Low Buffer
2024,2024-02-21,ICB,Non-Pithead,16,17555.00,175.48,0.00,2395.10,4562.41,1%,2395.10,-2167.31,13.65,0.00%,100.00%,Low Buffer
2024,2024-02-20,DCB,Pithead,18,40320.00,551.10,9090.49,104.63,9368.77,1%,9195.12,-173.65,16.68,98.86%,1.14%,Moderate
2024,2024-02-20,DCB,Non-Pithead,148,149900.50,2088.91,29018.11,1625.37,54311.77,1%,30643.48,-23668.29,14.67,94.70%,5.30%,Low Buffer
2024,2024-02-20,ICB,Non-Pithead,16,17555.00,175.48,0.00,2402.15,4562.41,1%,2402.15,-2160.26,13.69,0.00%,100.00%,Low Buffer
2024,2024-02-19,DCB,Pithead,18,40320.00,551.10,9097.51,103.00,9368.77,1%,9200.51,-168.26,16.69,98.88%,1.12%,Moderate
2024,2024-02-19,DCB,Non-Pithead,148,149900.50,2088.91,28835.54,1607.88,54311.77,1%,30443.42,-23868.35,14.57,94.72%,5.28%,Low Buffer
2024,2024-02-19,ICB,Non-Pithead,16,17555.00,175.48,0.00,2387.81,4562.41,1%,2387.81,-2174.60,13.61,0.00%,100.00%,Low Buffer
2024,2024-02-18,DCB,Pithead,18,40320.00,551.10,9063.45,100.18,9368.77,1%,9163.63,-205.14,16.63,98.91%,1.09%,Moderate
2024,2024-02-18,DCB,Non-Pithead,148,149900.50,2088.91,28648.15,1617.68,54311.77,1%,30265.83,-24045.93,14.49,94.66%,5.34%,Low Buffer
2024,2024-02-18,ICB,Non-Pithead,16,17555.00,175.48,0.00,2404.94,4562.41,1%,2404.94,-2157.47,13.71,0.00%,100.00%,Low Buffer
2024,2024-02-17,DCB,Pithead,18,40320.00,551.10,9077.33,97.45,9368.77,1%,9174.78,-193.99,16.65,98.94%,1.06%,Moderate
2024,2024-02-17,DCB,Non-Pithead,148,149900.50,2088.91,28499.55,1630.28,54311.77,1%,30129.83,-24181.94,14.42,94.59%,5.41%,Low Buffer
2024,2024-02-17,ICB,Non-Pithead,16,17555.00,175.48,0.00,2369.80,4562.41,1%,2369.80,-2192.61,13.50,0.00%,100.00%,Low Buffer
2024,2024-02-16,DCB,Pithead,18,40320.00,551.10,9077.36,76.29,9368.77,1%,9153.65,-215.12,16.61,99.17%,0.83%,Moderate
2024,2024-02-16,DCB,Non-Pithead,148,149900.50,2088.91,28483.90,1631.91,54311.77,1%,30115.81,-24195.95,14.42,94.58%,5.42%,Low Buffer
2024,2024-02-16,ICB,Non-Pithead,16,17555.00,175.48,0.00,2359.06,4562.41,1%,2359.06,-2203.35,13.44,0.00%,100.00%,Low Buffer
2024,2024-02-15,DCB,Pithead,18,40320.00,551.10,9041.30,69.43,9368.77,1%,9110.73,-258.04,16.53,99.24%,0.76%,Moderate
2024,2024-02-15,DCB,Non-Pithead,148,149900.50,2088.91,28372.02,1615.99,54311.77,1%,29988.01,-24323.75,14.36,94.61%,5.39%,Low Buffer
2024,2024-02-15,ICB,Non-Pithead,16,17555.00,175.48,0.00,2346.91,4562.41,1%,2346.91,-2215.50,13.37,0.00%,100.00%,Low Buffer
2024,2024-02-14,DCB,Pithead,18,40320.00,551.10,9008.11,61.96,9368.77,1%,9070.07,-298.70,16.46,99.32%,0.68%,Moderate
2024,2024-02-14,DCB,Non-Pithead,148,149900.50,2088.91,28289.60,1597.03,54311.77,1%,29886.63,-24425.14,14.31,94.66%,5.34%,Low Buffer
2024,2024-02-14,ICB,Non-Pithead,16,17555.00,175.48,0.00,2310.83,4562.41,1%,2310.83,-2251.58,13.17,0.00%,100.00%,Low Buffer
2024,2024-02-13,DCB,Pithead,18,40320.00,551.10,8968.00,55.24,9368.77,1%,9023.24,-345.53,16.37,99.39%,0.61%,Moderate
2024,2024-02-13,DCB,Non-Pithead,148,149900.50,2088.91,28071.99,1604.21,54311.77,1%,29676.20,-24635.56,14.21,94.59%,5.41%,Low Buffer
2024,2024-02-13,ICB,Non-Pithead,16,17555.00,175.48,0.00,2204.67,4562.41,0%,2204.67,-2357.74,12.56,0.00%,100.00%,Low Buffer
2024,2024-02-12,DCB,Pithead,18,40320.00,551.10,8941.54,51.90,9368.77,1%,8993.44,-375.33,16.32,99.42%,0.58%,Moderate
2024,2024-02-12,DCB,Non-Pithead,148,149900.50,2088.91,27875.03,1618.55,54311.77,1%,29493.58,-24818.18,14.12,94.51%,5.49%,Low Buffer
2024,2024-02-12,ICB,Non-Pithead,16,17555.00,175.48,0.00,2200.68,4562.41,0%,2200.68,-2361.73,12.54,0.00%,100.00%,Low Buffer
2024,2024-02-11,DCB,Pithead,18,40320.00,551.10,8881.37,52.17,9368.77,1%,8933.54,-435.23,16.21,99.42%,0.58%,Moderate
2024,2024-02-11,DCB,Non-Pithead,148,149900.50,2088.91,27747.76,1646.97,54311.77,1%,29394.73,-24917.04,14.07,94.40%,5.60%,Low Buffer
2024,2024-02-11,ICB,Non-Pithead,16,17555.00,175.48,0.00,2202.54,4562.41,0%,2202.54,-2359.87,12.55,0.00%,100.00%,Low Buffer
2024,2024-02-10,DCB,Pithead,18,40320.00,551.10,8796.48,50.13,9368.77,1%,8846.61,-522.16,16.05,99.43%,0.57%,Moderate
2024,2024-02-10,DCB,Non-Pithead,148,149900.50,2088.91,27510.09,1650.71,54311.77,1%,29160.80,-25150.97,13.96,94.34%,5.66%,Low Buffer
2024,2024-02-10,ICB,Non-Pithead,16,17555.00,175.48,0.00,2212.48,4562.41,0%,2212.48,-2349.93,12.61,0.00%,100.00%,Low Buffer
2024,2024-02-09,DCB,Pithead,18,40320.00,551.10,8749.85,40.72,9368.77,1%,8790.57,-578.20,15.95,99.54%,0.46%,Moderate
2024,2024-02-09,DCB,Non-Pithead,148,149900.50,2088.91,27331.07,1651.80,54311.77,1%,28982.87,-25328.90,13.87,94.30%,5.70%,Low Buffer
2024,2024-02-09,ICB,Non-Pithead,16,17555.00,175.48,0.00,2234.35,4562.41,0%,2234.35,-2328.06,12.73,0.00%,100.00%,Low Buffer
2024,2024-02-08,DCB,Pithead,18,40320.00,551.10,8671.16,37.95,9368.77,1%,8709.11,-659.66,15.80,99.56%,0.44%,Moderate
2024,2024-02-08,DCB,Non-Pithead,148,149900.50,2088.91,27257.31,1661.70,54311.77,1%,28919.01,-25392.76,13.84,94.25%,5.75%,Low Buffer
2024,2024-02-08,ICB,Non-Pithead,16,17555.00,175.48,0.00,2211.51,4562.41,0%,2211.51,-2350.90,12.60,0.00%,100.00%,Low Buffer
2024,2024-02-07,DCB,Pithead,18,40320.00,551.10,8614.79,35.23,9368.77,1%,8650.02,-718.75,15.70,99.59%,0.41%,Moderate
2024,2024-02-07,DCB,Non-Pithead,148,149900.50,2088.91,27117.83,1615.15,54311.77,1%,28732.98,-25578.79,13.75,94.38%,5.62%,Low Buffer
2024,2024-02-07,ICB,Non-Pithead,16,17555.00,175.48,0.00,2241.12,4562.41,0%,2241.12,-2321.29,12.77,0.00%,100.00%,Low Buffer
2024,2024-02-06,DCB,Pithead,18,40320.00,551.10,8587.98,25.09,9368.77,1%,8613.07,-755.70,15.63,99.71%,0.29%,Moderate
2024,2024-02-06,DCB,Non-Pithead,148,149900.50,2088.91,26948.94,1578.35,54311.77,1%,28527.29,-25784.48,13.66,94.47%,5.53%,Low Buffer
2024,2024-02-06,ICB,Non-Pithead,16,17555.00,175.48,0.00,2261.63,4562.41,0%,2261.63,-2300.78,12.89,0.00%,100.00%,Low Buffer
2024,2024-02-05,DCB,Pithead,18,40320.00,551.10,8537.31,26.33,9368.77,1%,8563.64,-805.13,15.54,99.69%,0.31%,Moderate
2024,2024-02-05,DCB,Non-Pithead,148,149900.50,2088.91,26799.10,1532.20,54311.77,1%,28331.30,-25980.47,13.56,94.59%,5.41%,Low Buffer
2024,2024-02-05,ICB,Non-Pithead,16,17555.00,175.48,0.00,2296.79,4562.41,1%,2296.79,-2265.62,13.09,0.00%,100.00%,Low Buffer
2024,2024-02-04,DCB,Pithead,18,40320.00,551.10,8496.36,28.67,9368.77,1%,8525.03,-843.74,15.47,99.66%,0.34%,Moderate
